Problem [1][54] (ey=eɪ (they) <> Pronounce ey as eɪ. For example: hey, survey, convey (4 words)
Problem [1][55] (oe=əʊ (toe) <> Pronounce oe as əʊ. (1 words)
Problem [1][56] (eu=juː (neutral) <> Pronounce eu as juː. (1 words)
Problem [1][57] (Pronounce 'eur' as 'ə'. (0 words)
Problem [1][58] (Pronounce 'ine' as 'aɪn'.For example: combine, define, airline (19 words)
Problem [1][59] (Pronounce 'ine' as 'ɪn'. (8 words)
Problem [1][60] (Pronounce 'ine' as 'iːn'.For example: machine's, machine, magazines (6 words)
Problem [1][61] (air=eə (hair) <> Pronounce air as eə. For example: pair, chair, stair (8 words)
Problem [1][62] (are=eə () <> Pronounce are as eə. (0 words)
Problem [1][63] (ear=eə (wear) <> Pronounce ear as eə. For example: bear, swear (3 words)
Problem [1][64] (ear=ɪə (ear) <> Pronounce ear as ɪə. For example: hear, near, fear (16 words)
Problem [1][65] (eer=ɪə (beer) <> Pronounce eer as ɪə. For example: peer, career, engineer (10 words)
Problem [1][66] (ere=ɪə (here) <> Pronounce ere as ɪə. For example: merely, severe, atmosphere (8 words)
Problem [1][67] (ure=ʊə (sure) <> Pronounce ure as ʊə. For example: ensure, surely (3 words)
Problem [1][68] (oor=ʊə (poor) <> Pronounce oor as ʊə. (1 words)
Problem [1][69] (our=ʊə (tour) <> Pronounce our as ʊə. (1 words)
Problem [1][70] (a=ɒ (what) <> Pronounce a as ɒ. For example: want, watch, wash (10 words)
Problem [2][0] (Pronounce 'ip' as 'ɪp'.For example: relationship, chip, lip (22 words)
Problem [2][1] (Pronounce 'in' as 'ɪn'.For example: brain, in, contain (16 words)
Problem [2][2] (Pronounce 'st' as 'st'.For example: stress's, stressing, steeling (85 words)
Problem [2][3] (Pronounce 'sp' as 'sp'.For example: spends, spanish, space (41 words)
Problem [2][4] (Pronounce 'sn' as 'sn'.For example: snows, snow, snowed (4 words)
Problem [2][5] (Pronounce 'sm' as 'sm'.For example: smile's, smarted, smarter (6 words)
Problem [2][6] (Pronounce 'ad' as 'æd'.For example: ad, glad, dad (6 words)
Problem [2][7] (Pronounce 'and' as 'ænd'.For example: stand, expand, understand (11 words)
Problem [2][8] (Pronounce 'de' as 'de'.For example: demonstrated, demonstrates, demonstrating (23 words)
Problem [2][9] (Pronounce 'act' as 'ækt'.For example: contract, contact, attract (13 words)
Problem [2][10] (Pronounce 'sc' as 'sk'.For example: schooled, schooling, school's (17 words)
Problem [2][11] (Pronounce 'cr' as 'kr'.For example: creativenesses, crime, cries (32 words)
Problem [2][12] (Pronounce 'dr' as 'dr'.For example: drop, drug, draw (25 words)
Problem [2][13] (Pronounce 'pr' as 'pr'.For example: president's, process's, prisoned (100 words)
Problem [2][14] (Pronounce 'tr' as 'tr'.For example: tripped, traffics, travelled (60 words)
Problem [2][15] (Pronounce 'str' as 'str'.For example: stress's, stressing, straighter (27 words)
Problem [2][16] (Pronounce 'spr' as 'spr'.For example: spring, spreads, springer (4 words)
Problem [2][17] (Pronounce 'scr' as 'skr'.For example: screen, screens, screamed (7 words)
Problem [2][18] (Pronounce 'ed' as 't'.For example: tripped, reached, accessed (9 words)
Problem [2][19] (Pronounce 'ed' as 'd'.For example: schooled, timed, chickened (16 words)
Problem [2][20] (Pronounce 'am' as 'æm'.For example: am, program (4 words)
Problem [2][21] (Pronounce 'amp' as 'æmp'.For example: camp (2 words)
Problem [2][22] (Pronounce 'im' as 'ɪm'.For example: him, victim, claim (5 words)
Problem [2][23] (Vb=Vb (job) <> Pronounce Vb as Vb. For example: lab, club, grab (8 words)
Problem [2][24] (Pronounce 'br' as 'br'.For example: brightness, briefs, bridging (30 words)
Problem [2][25] (Vlt=Vlt (salt) <> Pronounce Vlt as Vlt. For example: result, belt, adult (7 words)
Problem [2][26] (Pronounce 'bl' as 'bl'.For example: blueness, black, blacks (17 words)
Problem [2][27] (Pronounce 'cl' as 'kl'.For example: clouded, cleanness's, climate (31 words)
Problem [2][28] (Pronounce 'pl' as 'pl'.For example: plenty's, plane's, pleasure (26 words)
Problem [2][29] (Pronounce 'sl' as 'sl'.For example: sleeps, sliding, slowness (15 words)
Problem [2][30] (Pronounce 'spl' as 'spl'.For example: splitting, splits, split's (1 words)
Problem [2][31] (Vll=Vl (all) <> Pronounce Vll as Vl. For example: will, well, tell (46 words)
Problem [2][32] (Vss=Vs (pass) <> Pronounce Vss as Vs. For example: less, loss, miss (48 words)
Problem [2][33] (Vft=Vft (left) <> Pronounce Vft as Vft. For example: lift, soft, gift (9 words)
Problem [2][34] (Pronounce 'elf' as 'elf'.For example: herself, himself, itself (6 words)
Problem [2][35] (Pronounce 'fl' as 'fl'.For example: flight, fly, floors (20 words)
Problem [2][36] (Pronounce 'fr' as 'fr'.For example: friends, friend, frame's (28 words)
Problem [2][37] (Vg=Vg (big) <> Pronounce Vg as Vg. For example: dog, leg, bag (16 words)
Problem [2][38] (Pronounce 'gl' as 'gl'. (8 words)
Problem [2][39] (Pronounce 'gr' as 'gr'. (34 words)
Problem [2][40] (Vsk=Vsk (ask) <> Pronounce Vsk as Vsk. For example: risk, task, desk (6 words)
Problem [2][41] (Vlk=Vlk (milk) <> Pronounce Vlk as Vlk. For example: silk, bulk (3 words)
Problem [2][42] (Pronounce 'sk' as 'sk'.For example: tasking, skin's, tasked (17 words)
Problem [2][43] (Vng=Vŋ (thing) <> Pronounce Vng as Vŋ. For example: long, hang, song (100 words)
Problem [2][44] (Vnk=Vŋk (think) <> Pronounce Vnk as Vŋk. For example: bank, link, tank (15 words)
Problem [2][45] (Pronounce 'thank' as 'θæŋk'.For example: thank, thanking, thanks (1 words)
Problem [2][46] (Pronounce 'ath' as 'ɑːθ'.For example: path (2 words)
Problem [2][47] (Pronounce 'oth' as 'ɒθ'.For example: cloth (1 words)
Problem [2][48] (Pronounce 'ength' as 'eŋθ'.For example: length, strength (2 words)
Problem [2][49] (Vck=Vk (back) <> Pronounce Vck as Vk. For example: pick, rock, lack (39 words)
Problem [2][50] (Pronounce 'ic' as 'ɪk'.For example: basic, scientific, ethnic (53 words)
Problem [2][51] (Pronounce 've' as 'v'.For example: resolve, wave, observe (21 words)
Problem [2][52] (Pronounce 'sw' as 'sw'.For example: sweet, sweets, sweeter (10 words)
Problem [2][53] (Pronounce 'tw' as 'tw'.For example: twenty, twice, twenties (6 words)
Problem [2][54] (Pronounce 'dw' as 'dw'. (0 words)
Problem [2][55] (Pronounce 'wa' as 'wɒ'.For example: wants, want, wash (5 words)
Problem [2][56] (Pronounce 'tion' as 'ʃən'.For example: construction, communication's, action's (100 words)
Problem [2][57] (Pronounce 'swa' as 'swɒ'.For example: swallows, swallowing, swallowed (1 words)
Problem [2][58] (Vsh=Vʃ (push) <> Pronounce Vsh as Vʃ. For example: fish, wish, cash (25 words)
Problem [2][59] (Pronounce 'shr' as 'ʃr'.For example: shrugged, shrugs, shrimp's (3 words)
Problem [2][60] (Vx=Vks (six) <> Pronounce Vx as Vks. For example: tax, box, sex (9 words)
Problem [2][61] (Pronounce 'zz' as 'z'.For example: jazz (1 words)
Problem [2][62] (Vff=Vf (off) <> Pronounce Vff as Vf. For example: staff, stuff, stiff (7 words)
Problem [2][63] (Vnch=Vntʃ (lunch) <> Pronounce Vnch as Vntʃ. For example: bunch, branch, bench (6 words)
Problem [2][64] (Vse=Vz (expertise) <> Pronounce Vse as Vz. (1 words)
Problem [2][65] (Vze=Vz () <> Pronounce Vze as Vz. (0 words)
Problem [2][66] (Pronounce 'arch' as 'tʃ'.For example: search, research (0 words)
Problem [2][67] (Vce=Vɪs (ice) <> Pronounce Vce as Vɪs. For example: face, race, nice (20 words)
Problem [2][68] (Vnce=Vns (since) <> Pronounce Vnce as Vns. For example: dance, fence, chance (55 words)
Problem [2][69] (Pronounce 'wh' as 'w'.For example: which, while, white (18 words)
Problem [2][70] (Vge=Vdʒ (college) <> Pronounce Vge as Vdʒ. For example: image, manage, message (24 words)
Problem [2][71] (Vrge=Vdʒ (large) <> Pronounce Vrge as Vdʒ. For example: charge, emerge (3 words)
Problem [2][72] (Vnge=Vndʒ (challenge) <> Pronounce Vnge as Vndʒ. For example: orange, plunge (3 words)
Problem [2][73] (Vdge=Vdʒ (edge) <> Pronounce Vdge as Vdʒ. For example: judge, knowledge, bridge (6 words)
Problem [2][74] (Pronounce 'ble' as 'bəl'.For example: able, stable (43 words)
Problem [2][75] (Pronounce 'fle' as 'fəl'.For example: trifle, shuffle, waffle (1 words)
Problem [2][76] (Pronounce 'ple' as 'pəl'.For example: people, example, couple (10 words)
Problem [2][77] (Pronounce 'tle' as 'təl'.For example: little, bottle, title (10 words)
Problem [2][78] (Pronounce 'dle' as 'dəl'.For example: handle, middle, needle (4 words)
Problem [2][79] (Pronounce 'kle' as 'kəl'.For example: tackle, ankle, sprinkle (3 words)
Problem [2][80] (Pronounce  'cle ' as  'kəl '.For example: article, circle, uncle (9 words)
Problem [2][81] (Pronounce 'gle' as 'gəl'.For example: single, angle, eagle (4 words)
Problem [2][82] (Pronounce 'zle' as 'zəl'.For example: puzzle, drizzle, muzzle (1 words)
Problem [2][83] (Pronounce 'stle' as 'səl'.For example: castle, whistle, hustle (0 words)
Problem [2][84] (Pronounce 'c' as 's'.For example: cycling, century, celebrate (25 words)
Problem [2][85] (Pronounce 'sc' as 's'.For example: schooled, scientific, schooling (6 words)
Problem [2][86] (Pronounce 'age' as 'ɪdʒ'.For example: advantaged, damaged, package (23 words)
Problem [2][87] (Pronounce 'ege' as 'ɪdʒ'.For example: college (2 words)
Problem [2][88] (Vtch=Vtʃ (watch) <> Pronounce Vtch as Vtʃ. For example: catch, match, stretch (8 words)
Problem [2][89] (Pronounce 'ph' as 'f'.For example: telephoning, photographing, phone's (25 words)
Problem [2][90] (Pronounce 'pph' as 'f'. (0 words)
Problem [2][91] (Pronounce 'ch' as 'k'.For example: characters, christian, christmas (8 words)
Problem [2][92] (Pronounce 'ch' as 'ʃ'.For example: chef, chefs, chef's (1 words)
Problem [2][93] (Pronounce 'kn' as 'n'.For example: knee's, know, knee (7 words)
Problem [2][94] (Pronounce 'gn' as 'n'.For example: gnome (1 words)
Problem [2][95] (Pronounce 'gh' as 'g'. (1 words)
Problem [2][96] (Pronounce 'ps' as 's'.For example: psychological (3 words)
Problem [2][97] (Pronounce 'rh' as 'r'.For example: rhythms, rhetoric, rhetoric's (2 words)
Problem [2][98] (Pronounce 'mb' as 'm'.For example: bomb, climb (5 words)
Problem [2][99] (Pronounce 'bt' as 't'.For example: doubt, debt (2 words)
Problem [2][100] (Pronounce 'mn' as 'm'.For example: column (3 words)
Problem [2][101] (Pronounce 'wr' as 'r'.For example: wronged, wronging, wrapped (5 words)
Problem [2][102] (Pronounce 'pt' as 'pt'.For example: accept, adopt, attempt (10 words)
Problem [2][103] (Pronounce 'st' as 's'.For example: christmas, listened, listening (2 words)
Problem [2][104] (Pronounce 'gu' as 'g'. (2 words)
Problem [2][105] (Pronounce 'gue' as 'g'. (4 words)
Problem [2][106] (Pronounce 'que' as 'k'.For example: techniques, unique, uniqueness (2 words)
Problem [2][107] (Pronounce 'sch' as 'sk'.For example: schooled, schooling, school's (4 words)
Problem [2][108] (Pronounce 'xc' as 'ksk'.For example: excepts, excellent, excepted (7 words)
Problem [2][109] (alC=əlC () <> Pronounce alC as əlC. (0 words)
Problem [2][110] (Pronounce 'oh' as 'əʊ'.For example: oh (0 words)
Problem [2][111] (Pronounce 'cqu' as 'kwa'.For example: acquires, acquired, acquiring (0 words)
Problem [2][112] (Pronounce 'ngue' as 'ŋ'.For example: tongue (1 words)
Problem [2][113] (olC=əʊlC () <> Pronounce olC as əʊlC. (0 words)
Problem [2][114] (quarC=kwɒC () <> Pronounce quarC as kwɒC. (0 words)
Problem [2][115] (Cre=Ctə () <> Pronounce Cre as Ctə. (0 words)
Problem [2][116] (Pronounce 'ro' as 'ra,rə'.For example: moreover (0 words)
Problem [2][117] (Pronounce 'wor' as 'wɜː'.For example: wording, word's, worded (13 words)
Problem [2][118] (Pronounce 'sci' as 'saɪ'.For example: scientific, scientist, scientists (3 words)
Problem [2][119] (Pronounce 'scle' as 'səl'.For example: muscles, muscled, muscle (1 words)
Problem [2][120] (Pronounce 'sure' as 'ʒə'. (4 words)
Problem [2][121] (Pronounce 'ti' as 'ʃ'.For example: construction, communication's, action's (99 words)
Problem [2][122] (Pronounce 'ci' as 'ʃ'.For example: ancient, politician, specials (27 words)
Problem [2][123] (Pronounce 'zure' as 'ʒə'. (0 words)
Problem [2][124] (Pronounce 'thr' as 'θr'.For example: throws, threatening, threats (11 words)
Problem [2][125] (Pronounce 'nd' as 'nd'.For example: remind, friend, bond (66 words)
Problem [2][126] (Pronounce 'nt' as 'nt'.For example: instrument, ancient, want (100 words)
Problem [2][127] (Pronounce 'nch' as 'ntʃ'.For example: branch, french, lunch (7 words)
Problem [2][128] (Pronounce 'mp' as 'mp'.For example: jump, camp (6 words)
Problem [2][129] (Pronounce 'cise' as 'saɪz'.For example: exercise (0 words)
Problem [3][0] (1 syllable <> Syllables are divided according to the 1 syllable pattern. For example: a, be, of (100 words)
Problem [3][1] (Closed syllables <> Syllables are divided according to the Closed syllables pattern. For example: into, onto, issue (67 words)
Problem [3][2] (Open syllables <> Syllables are divided according to the Open syllables pattern. For example: over, open, data (31 words)
Problem [3][3] (vc/cv <> Syllables are divided according to the vc/cv pattern. For example: into, onto, issue (90 words)
Problem [3][4] (v/cv <> Syllables are divided according to the v/cv pattern. For example: over, open, data (33 words)
Problem [3][5] (v/v <> Syllables are divided according to the v/v pattern. For example: create, diet, react (7 words)
Problem [3][6] (vc/v <> Syllables are divided according to the vc/v pattern. For example: level, model, second (29 words)
Problem [3][7] (qu:vc/cv <> Syllables are divided according to the qu:vc/cv pattern. For example: require, equal, question (11 words)
Problem [3][8] (ture:vc/cv <> Syllables are divided according to the ture:vc/cv pattern. For example: future, nature, picture (13 words)
Problem [3][9] (2 syllables <> Words with 2 syllables. For example: any, into, also (98 words)
Problem [3][10] (3 syllables <> Words with 3 syllables. For example: family, another, policy (96 words)
Problem [3][11] (4 syllables <> Words with 4 syllables. For example: economy, ability, economic (94 words)
Problem [3][12] (5 or more syllables <> Words with 5 or more syllables. For example: opportunity, particularly, international (89 words)
Problem [4][0] (-s (Add) <> Suffix s adds to the word with no changes.For example: says, gets, cans (78 words)
Problem [4][1] (-ed (Add) <> Suffix ed adds to the word with no changes.For example: asked, wanted, owned (59 words)
Problem [4][2] (-es (Add) <> Suffix es adds to the word with no changes.For example: goes, watches, passes (80 words)
Problem [4][3] (-less (Add) <> Suffix less adds to the word with no changes.For example: endless, regardless, homeless (5 words)
Problem [4][4] (-ness (Add) <> Suffix ness adds to the word with no changes.For example: likeness, kindness, greatness (19 words)
Problem [4][5] (-en (Add) <> Suffix en adds to the word with no changes.For example: eaten, fallen, beaten (5 words)
Problem [4][6] (-ing (Add) <> Suffix ing adds to the word with no changes.For example: doing, saying, going (100 words)
Problem [4][7] (-ful (Add) <> Suffix ful adds to the word with no changes.For example: useful, helpful, careful (12 words)
Problem [4][8] (-ish (Add) <> Suffix ish adds to the word with no changes. (0 words)
Problem [4][9] (-ist (Add) <> Suffix ist adds to the word with no changes.For example: artist, terrorist, tourist (6 words)
Problem [4][10] (-ing (Double) <> Suffix ing doubles the last letter of the word.For example: getting, putting, letting (67 words)
Problem [4][11] (-ed (Double) <> Suffix ed doubles the last letter of the word.For example: stopped, planned, hissed (66 words)
Problem [4][12] (-en (Double) <> Suffix en doubles the last letter of the word.For example: forbidden (1 words)
Problem [4][13] (-ish (Double) <> Suffix ish doubles the last letter of the word. (0 words)
Problem [4][14] (-y (Add) <> Suffix y adds to the word with no changes.For example: county, guilty, difficulty (6 words)
Problem [4][15] (-y (Double) <> Suffix y doubles the last letter of the word. (0 words)
Problem [4][16] (-ly (Add) <> Suffix ly adds to the word with no changes.For example: dryly, hotly, shyly (89 words)
Problem [4][17] (-ity (Change) <> Suffix ity changes the last letter of the word. (0 words)
Problem [4][18] (-ility (Change) <> Suffix ility changes the last letter of the word. (0 words)
Problem [4][19] (-ty (Add) <> Suffix ty adds to the word with no changes.For example: property, specialty, safety (5 words)
Problem [4][20] (-ing (Drop) <> Suffix ing drops the last letter of the stem.For example: using, making, having (93 words)
Problem [4][21] (-ed (Drop) <> Suffix ed drops the last letter of the stem.For example: timed, stated, liked (93 words)
Problem [4][22] (-y (Drop) <> Suffix y drops the last letter of the stem. (0 words)
Problem [4][23] (-en (Drop) <> Suffix en drops the last letter of the stem.For example: taken, arisen, risen (10 words)
Problem [4][24] (-er (Add) <> Suffix er adds to the word with no changes.For example: newer, higher, older (44 words)
Problem [4][25] (-er (Drop) <> Suffix er drops the last letter of the stem.For example: timer, wider, finer (10 words)
Problem [4][26] (-er (Double) <> Suffix er doubles the last letter of the word.For example: bigger, topper, cutter (27 words)
Problem [4][27] (-ed-d (Add) <> Suffix ed-d adds to the word with no changes.For example: owned, schooled, stilled (18 words)
Problem [4][28] (-ed-d (Drop) <> Suffix ed-d drops the last letter of the stem.For example: timed, used, whiled (19 words)
Problem [4][29] (-ed-d (Double) <> Suffix ed-d doubles the last letter of the word.For example: canned, warred, jobbed (13 words)
Problem [4][30] (-ed-t (Add) <> Suffix ed-t adds to the word with no changes.For example: asked, looked, hissed (45 words)
Problem [4][31] (-ed-t (Drop) <> Suffix ed-t drops the last letter of the stem.For example: liked, faced, iced (26 words)
Problem [4][32] (-ed-t (Double) <> Suffix ed-t doubles the last letter of the word.For example: stopped, dropped, topped (5 words)
Problem [4][33] (-est (Add) <> Suffix est adds to the word with no changes.For example: oldest, lowest, shyest (100 words)
Problem [4][34] (-est (Drop) <> Suffix est drops the last letter of the stem.For example: palest, bluest, rarest (37 words)
Problem [4][35] (-est (Double) <> Suffix est doubles the last letter of the word.For example: hottest, saddest, wettest (15 words)
Problem [4][36] (-al (Add) <> Suffix al adds to the word with no changes. (0 words)
Problem [4][37] (-al (Drop) <> Suffix al drops the last letter of the stem. (0 words)
Problem [4][38] (-es (Change) <> Suffix es changes the last letter of the word.For example: tries, cities, countries (100 words)
Problem [4][39] (-ed (Change) <> Suffix ed changes the last letter of the word.For example: tried, partied, studied (46 words)
Problem [4][40] (-ly (Change) <> Suffix ly changes the last letter of the word.For example: easily, primarily, heavily (32 words)
